data,data,nome_da_musica,msPlayed,minutos,horas
2021-05-24,24/05/2021,Evil Walks (AC/DC),789,0.01315,0.00021916666666666666
2021-05-24,24/05/2021,When I'm Sixty Four     2009 (The Beatles),1045,0.017416666666666667,0.0002902777777777778
2021-05-24,24/05/2021,Dream On (Aerosmith),682,0.011366666666666667,0.00018944444444444445
2021-05-24,24/05/2021,Communication Breakdown   1/4/71 Paris Theatre;  (Led Zeppelin),1045,0.017416666666666667,0.0002902777777777778
2021-05-24,24/05/2021,"Sultans Of Swing   Live At Hammersmith Odeon, London/1983 (Dire Straits)",575,0.009583333333333333,0.0001597222222222222
2021-05-24,24/05/2021,Sympathy For The Devil   50th Anniversary Edition (The Rolling Stones),725,0.012083333333333333,0.0002013888888888889
2021-05-24,24/05/2021,Oh Yeah (Aerosmith),1024,0.017066666666666667,0.0002844444444444445
2021-05-24,24/05/2021,Girls Got Rhythm (AC/DC),1130,0.018833333333333334,0.0003138888888888889
2021-05-24,24/05/2021,Baba O'Riley (The Who),960,0.016,0.0002666666666666667
2021-05-24,24/05/2021,Sunny Side Of Love (Aerosmith),1450,0.024166666666666666,0.0004027777777777778
2021-05-24,24/05/2021,I Feel Fine     2015 (The Beatles),832,0.013866666666666666,0.0002311111111111111
2021-05-24,24/05/2021,Don't Stop (The Rolling Stones),661,0.011016666666666666,0.0001836111111111111
2021-05-24,24/05/2021,Come Together     2009 (The Beatles),1280,0.021333333333333333,0.0003555555555555555
2021-05-24,24/05/2021,R U Mine? (Arctic Monkeys),1002,0.0167,0.00027833333333333334
2021-05-24,24/05/2021,Paranoid (Black Sabbath),618,0.0103,0.00017166666666666667
2021-05-24,24/05/2021,Street Fighting Man   50th Anniversary Edition (The Rolling Stones),789,0.01315,0.00021916666666666666
2021-05-24,24/05/2021,Stray Cat Blues   50th Anniversary Edition (The Rolling Stones),1045,0.017416666666666667,0.0002902777777777778
2021-05-24,24/05/2021,Another One Bites The Dust     2011 (Queen),1023,0.01705,0.00028416666666666667
2021-05-24,24/05/2021,Shot In The Dark (AC/DC),789,0.01315,0.00021916666666666666
2021-05-24,24/05/2021,Time (Pink Floyd),409151,6.819183333333333,0.11365305555555555
2021-05-24,24/05/2021,Money (Pink Floyd),382834,6.380566666666667,0.10634277777777777
2021-05-24,24/05/2021,Time (Pink Floyd),413947,6.899116666666667,0.11498527777777778
2021-05-24,24/05/2021,It's The End Of The World As We Know It (And I Feel Fine) (R.E.M.),1770,0.0295,0.0004916666666666666
2021-05-24,24/05/2021,Who'll Stop The Rain (Creedence Clearwater Revival),1045,0.017416666666666667,0.0002902777777777778
2021-05-24,24/05/2021,No One Like You (Scorpions),1621,0.027016666666666668,0.0004502777777777778
2021-05-24,24/05/2021,Dani California (Red Hot Chili Peppers),1130,0.018833333333333334,0.0003138888888888889
2021-05-24,24/05/2021,Pigs (Three Different Ones) (Pink Floyd),501354,8.3559,0.139265
2021-05-24,24/05/2021,Dani California (Red Hot Chili Peppers),253909,4.231816666666667,0.07053027777777779
2021-05-25,25/05/2021,Crazy Little Thing Called Love     2011 (Queen),1066,0.017766666666666667,0.0002961111111111111
2021-05-28,28/05/2021,Rocks Off (The Rolling Stones),4736,0.07893333333333333,0.0013155555555555555
2021-05-28,28/05/2021,Gimme Three Steps (Lynyrd Skynyrd),1834,0.030566666666666666,0.0005094444444444444
2021-05-28,28/05/2021,Sunny Side Of Love (Aerosmith),11968,0.19946666666666665,0.003324444444444444
2021-05-28,28/05/2021,Something     2009 (The Beatles),1450,0.024166666666666666,0.0004027777777777778
2021-05-28,28/05/2021,Dani California (Red Hot Chili Peppers),282160,4.7026666666666666,0.07837777777777778
2021-05-28,28/05/2021,Come Together     2009 (The Beatles),1770,0.0295,0.0004916666666666666
2021-05-28,28/05/2021,Stairway to Heaven     (Led Zeppelin),70,0.0011666666666666668,1.9444444444444445e-05
2021-05-28,28/05/2021,I Will   2018 Mix (The Beatles),1386,0.0231,0.000385
2021-05-28,28/05/2021,Fortunate Son (Creedence Clearwater Revival),1215,0.02025,0.0003375
2021-05-28,28/05/2021,Day Tripper     2015 (The Beatles),917,0.015283333333333333,0.0002547222222222222
2021-05-28,28/05/2021,Let It Be     2009 (The Beatles),1194,0.0199,0.0003316666666666667
2021-05-28,28/05/2021,Legendary Child (Aerosmith),2431,0.040516666666666666,0.0006752777777777778
2021-05-28,28/05/2021,Sweet Home Alabama (Lynyrd Skynyrd),242154,4.0359,0.06726499999999999
2021-05-29,29/05/2021,Time (Pink Floyd),413947,6.899116666666667,0.11498527777777778
2021-05-29,29/05/2021,Time (Pink Floyd),21,0.00035,5.833333333333333e-06
2021-05-29,29/05/2021,Pigs (Three Different Ones) (Pink Floyd),332454,5.5409,0.09234833333333332
2021-05-29,29/05/2021,Money (Pink Floyd),232981,3.883016666666667,0.06471694444444445
2021-05-31,31/05/2021,Amazing (Aerosmith),2474,0.04123333333333333,0.0006872222222222222
2021-05-31,31/05/2021,Borrowed Time (AC/DC),2048,0.034133333333333335,0.000568888888888889
2021-05-31,31/05/2021,Start Me Up     2009 (The Rolling Stones),1962,0.0327,0.000545
2021-05-31,31/05/2021,Radio Ga Ga     2011 (Queen),2730,0.0455,0.0007583333333333333
2021-05-31,31/05/2021,Fire Your Guns (AC/DC),3628,0.06046666666666667,0.0010077777777777778
2021-05-31,31/05/2021,Let There Be Rock (AC/DC),2389,0.03981666666666667,0.0006636111111111111
2021-05-31,31/05/2021,Black Ice (AC/DC),4010,0.06683333333333333,0.0011138888888888889
2021-05-31,31/05/2021,Amazing (Aerosmith),895,0.014916666666666667,0.0002486111111111111
2021-05-31,31/05/2021,When the Levee Breaks     (Led Zeppelin),360661,6.0110166666666665,0.10018361111111111
2021-05-31,31/05/2021,Borrowed Time (AC/DC),917,0.015283333333333333,0.0002547222222222222
2021-05-31,31/05/2021,Radio Ga Ga     2011 (Queen),917,0.015283333333333333,0.0002547222222222222
2021-05-31,31/05/2021,Start Me Up     2009 (The Rolling Stones),1130,0.018833333333333334,0.0003138888888888889
2021-05-31,31/05/2021,Fire Your Guns (AC/DC),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Let There Be Rock (AC/DC),960,0.016,0.0002666666666666667
2021-05-31,31/05/2021,Black Ice (AC/DC),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Amazing (Aerosmith),426,0.0071,0.00011833333333333334
2021-05-31,31/05/2021,When the Levee Breaks     (Led Zeppelin),320,0.005333333333333333,8.888888888888888e-05
2021-05-31,31/05/2021,Borrowed Time (AC/DC),576,0.0096,0.00015999999999999999
2021-05-31,31/05/2021,Start Me Up     2009 (The Rolling Stones),2261,0.03768333333333333,0.0006280555555555555
2021-05-31,31/05/2021,Fortunate Son (Creedence Clearwater Revival),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Radio Ga Ga     2011 (Queen),661,0.011016666666666666,0.0001836111111111111
2021-05-31,31/05/2021,Fire Your Guns (AC/DC),21804,0.3634,0.006056666666666667
2021-05-31,31/05/2021,Let There Be Rock (AC/DC),1194,0.0199,0.0003316666666666667
2021-05-31,31/05/2021,"Once Upon A Time In The West   Live At Hammersmith Odeon, London/1983 (Dire Straits)",362,0.006033333333333333,0.00010055555555555555
2021-05-31,31/05/2021,Black Ice (AC/DC),874,0.014566666666666667,0.0002427777777777778
2021-05-31,31/05/2021,Rock and Roll     (Led Zeppelin),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Pigs (Three Different Ones) (Pink Floyd),384,0.0064,0.00010666666666666667
2021-05-31,31/05/2021,Crazy Little Thing Called Love     2011 (Queen),2154,0.0359,0.0005983333333333333
2021-05-31,31/05/2021,"Running On Faith   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Babe I'm Gonna Leave You     (Led Zeppelin),1109,0.018483333333333334,0.00030805555555555556
2021-05-31,31/05/2021,So Far Away     1996 (Dire Straits),10026,0.1671,0.002785
2021-05-31,31/05/2021,Going to California     (Led Zeppelin),1173,0.01955,0.00032583333333333336
2021-05-31,31/05/2021,Fortunate Son (Creedence Clearwater Revival),853,0.014216666666666667,0.00023694444444444446
2021-05-31,31/05/2021,Realize (AC/DC),2581,0.04301666666666667,0.0007169444444444444
2021-05-31,31/05/2021,You Won't See Me     2009 (The Beatles),1151,0.019183333333333333,0.0003197222222222222
2021-05-31,31/05/2021,With A Little Help From My Friends     2009 (The Beatles),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Stairway to Heaven   (Live at MSG 1973) [ ] (Led Zeppelin),653026,10.883766666666666,0.18139611111111112
2021-05-31,31/05/2021,Walk This Way (Aerosmith),1109,0.018483333333333334,0.00030805555555555556
2021-05-31,31/05/2021,Shoot to Thrill (AC/DC),2730,0.0455,0.0007583333333333333
2021-05-31,31/05/2021,Fool in the Rain     (Led Zeppelin),1493,0.024883333333333334,0.00041472222222222225
2021-05-31,31/05/2021,Dude (Looks Like A Lady) (Aerosmith),1023,0.01705,0.00028416666666666667
2021-05-31,31/05/2021,Peace Of Mind (Black Sabbath),2538,0.0423,0.000705
2021-05-31,31/05/2021,"Nobody Knows You When You're Down and Out   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",853,0.014216666666666667,0.00023694444444444446
2021-05-31,31/05/2021,Children of the Grave (Black Sabbath),2112,0.0352,0.0005866666666666667
2021-05-31,31/05/2021,Cocaine (Eric Clapton),1301,0.021683333333333332,0.00036138888888888885
2021-05-31,31/05/2021,Why'd You Only Call Me When You're High? (Arctic Monkeys),138686,2.3114333333333335,0.03852388888888889
2021-05-31,31/05/2021,Respectable     (The Rolling Stones),1407,0.02345,0.0003908333333333333
2021-05-31,31/05/2021,It's The End Of The World As We Know It (And I Feel Fine) (R.E.M.),960,0.016,0.0002666666666666667
2021-05-31,31/05/2021,It's The End Of The World As We Know It (And I Feel Fine) (R.E.M.),1365,0.02275,0.00037916666666666665
2021-05-31,31/05/2021,The Night Before     2009 (The Beatles),1301,0.021683333333333332,0.00036138888888888885
2021-05-31,31/05/2021,War Pigs (Black Sabbath),318613,5.310216666666666,0.0885036111111111
2021-05-31,31/05/2021,The Bug (Dire Straits),1728,0.0288,0.00048
2021-05-31,31/05/2021,The Bug (Dire Straits),981,0.01635,0.0002725
2021-05-31,31/05/2021,I Feel Fine     2015 (The Beatles),1664,0.027733333333333332,0.0004622222222222222
2021-05-31,31/05/2021,Paranoid (Black Sabbath),1194,0.0199,0.0003316666666666667
2021-05-31,31/05/2021,It's The End Of The World As We Know It (And I Feel Fine) (R.E.M.),53993,0.8998833333333334,0.014998055555555556
2021-05-31,31/05/2021,Touch Too Much (AC/DC),1557,0.02595,0.0004325
2021-05-31,31/05/2021,The Bug (Dire Straits),254733,4.24555,0.07075916666666666
2021-05-31,31/05/2021,Loner (Black Sabbath),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Do I Wanna Know? (Arctic Monkeys),2901,0.04835,0.0008058333333333333
2021-05-31,31/05/2021,Stiff Upper Lip (AC/DC),1109,0.018483333333333334,0.00030805555555555556
2021-05-31,31/05/2021,I Shot The Sheriff   Live At Hammersmith Odeon (Eric Clapton),2261,0.03768333333333333,0.0006280555555555555
2021-05-31,31/05/2021,Sultans Of Swing (Dire Straits),5653,0.09421666666666667,0.0015702777777777779
2021-05-31,31/05/2021,Sultans Of Swing (Dire Straits),192,0.0032,5.333333333333333e-05
2021-05-31,31/05/2021,Over the Hills and Far Away     (Led Zeppelin),1130,0.018833333333333334,0.0003138888888888889
2021-05-31,31/05/2021,I Want To Hold Your Hand     2009 (The Beatles),789,0.01315,0.00021916666666666666
2021-05-31,31/05/2021,Michelle     2009 (The Beatles),810,0.0135,0.000225
2021-05-31,31/05/2021,Michelle     2009 (The Beatles),1045,0.017416666666666667,0.0002902777777777778
2021-05-31,31/05/2021,Money (Pink Floyd),2197,0.036616666666666665,0.0006102777777777777
2021-05-31,31/05/2021,Road Runner (Aerosmith),1429,0.023816666666666667,0.00039694444444444445
2021-05-31,31/05/2021,Dream On (Aerosmith),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Oh Yeah (Aerosmith),2218,0.03696666666666667,0.0006161111111111111
2021-05-31,31/05/2021,You're Going To Lose That Girl     2009 (The Beatles),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Tuesday's Gone (Lynyrd Skynyrd),1152,0.0192,0.00031999999999999997
2021-05-31,31/05/2021,Baba O'Riley (The Who),2730,0.0455,0.0007583333333333333
2021-05-31,31/05/2021,Yesterday     2009 (The Beatles),981,0.01635,0.0002725
2021-05-31,31/05/2021,Roll Over Beethoven     2009 (The Beatles),1578,0.0263,0.0004383333333333333
2021-05-31,31/05/2021,Roll Over Beethoven     2009 (The Beatles),1173,0.01955,0.00032583333333333336
2021-05-31,31/05/2021,Won't Get Fooled Again   Original Album Version (The Who),917,0.015283333333333333,0.0002547222222222222
2021-05-31,31/05/2021,Rain Fall Down     2009 (The Rolling Stones),3434,0.05723333333333333,0.0009538888888888889
2021-05-31,31/05/2021,Do I Wanna Know? (Arctic Monkeys),1258,0.020966666666666668,0.0003494444444444445
2021-05-31,31/05/2021,Rocks Off (The Rolling Stones),1365,0.02275,0.00037916666666666665
2021-05-31,31/05/2021,"Layla   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",2496,0.0416,0.0006933333333333333
2021-05-31,31/05/2021,Michelle     2009 (The Beatles),3462,0.0577,0.0009616666666666667
2021-05-31,31/05/2021,Luv Lies (Aerosmith),1258,0.020966666666666668,0.0003494444444444445
2021-05-31,31/05/2021,Come Together     2009 (The Beatles),1941,0.03235,0.0005391666666666666
2021-05-31,31/05/2021,Shot Down in Flames (AC/DC),1343,0.022383333333333335,0.00037305555555555556
2021-05-31,31/05/2021,"Don't Cry Sister (with J. J. Cale)   Live at Ipayone Center, San Diego, CA, 3/15/2007 (Eric Clapton)",1600,0.02666666666666667,0.00044444444444444447
2021-05-31,31/05/2021,Twist And Shout     2009 (The Beatles),1216,0.020266666666666665,0.00033777777777777777
2021-05-31,31/05/2021,I'm Looking Through You     2009 (The Beatles),1216,0.020266666666666665,0.00033777777777777777
2021-05-31,31/05/2021,I Saw Her Standing There     2009 (The Beatles),2517,0.04195,0.0006991666666666667
2021-05-31,31/05/2021,"Paint It, Black (The Rolling Stones)",2240,0.037333333333333336,0.0006222222222222223
2021-05-31,31/05/2021,Money For Nothing   Live Version (Dire Straits),1685,0.02808333333333333,0.00046805555555555554
2021-05-31,31/05/2021,Pink (Aerosmith),6037,0.10061666666666666,0.0016769444444444442
2021-05-31,31/05/2021,Help!     2009 (The Beatles),1813,0.030216666666666666,0.0005036111111111111
2021-05-31,31/05/2021,Baby It's You     2009 (The Beatles),1557,0.02595,0.0004325
2021-05-31,31/05/2021,Bohemian Rhapsody     2011 (Queen),1557,0.02595,0.0004325
2021-05-31,31/05/2021,I Want To Break Free   Single Remix (Queen),1216,0.020266666666666665,0.00033777777777777777
2021-05-31,31/05/2021,"Sultans Of Swing   Live At Hammersmith Odeon, London/1983 (Dire Straits)",1791,0.02985,0.0004975
2021-05-31,31/05/2021,Ticket To Ride     2009 (The Beatles),1066,0.017766666666666667,0.0002961111111111111
2021-05-31,31/05/2021,Immigrant Song     (Led Zeppelin),3221,0.05368333333333333,0.0008947222222222222
2021-05-31,31/05/2021,Pinball Wizard (The Who),1280,0.021333333333333333,0.0003555555555555555
2021-05-31,31/05/2021,Back In Black (AC/DC),1237,0.020616666666666665,0.0003436111111111111
2021-05-31,31/05/2021,Angel Of Mercy (Dire Straits),5397,0.08995,0.0014991666666666667
2021-05-31,31/05/2021,Girls Got Rhythm (AC/DC),1301,0.021683333333333332,0.00036138888888888885
2021-05-31,31/05/2021,Big Balls (AC/DC),5418,0.0903,0.001505
2021-05-31,31/05/2021,Rock N Roll Dream (AC/DC),3797,0.06328333333333333,0.001054722222222222
2021-05-31,31/05/2021,Stick Around (AC/DC),895,0.014916666666666667,0.0002486111111111111
2021-05-31,31/05/2021,Sweet Emotion (Aerosmith),2410,0.04016666666666667,0.0006694444444444445
2021-05-31,31/05/2021,Boogie Man (AC/DC),1898,0.03163333333333333,0.0005272222222222222
2021-05-31,31/05/2021,Something     2009 (The Beatles),2304,0.0384,0.0006399999999999999
2021-05-31,31/05/2021,And I Love Her     2009 (The Beatles),1024,0.017066666666666667,0.0002844444444444445
2021-05-31,31/05/2021,Damaged Soul (Black Sabbath),1258,0.020966666666666668,0.0003494444444444445
2021-05-31,31/05/2021,Starman   2012   (David Bowie),1087,0.018116666666666666,0.0003019444444444444
2021-05-31,31/05/2021,What's Next to the Moon (AC/DC),1557,0.02595,0.0004325
2021-05-31,31/05/2021,Whole Lotta Love     (Led Zeppelin),4160,0.06933333333333333,0.0011555555555555555
2021-05-31,31/05/2021,Don't Stop Me Now     2011 (Queen),1237,0.020616666666666665,0.0003436111111111111
2021-05-31,31/05/2021,Highway to Hell (AC/DC),6591,0.10985,0.0018308333333333334
2021-05-31,31/05/2021,The Adventures of Rain Dance Maggie (Red Hot Chili Peppers),5205,0.08675,0.0014458333333333333
2021-05-31,31/05/2021,You Can't Always Get What You Want (The Rolling Stones),2773,0.04621666666666667,0.0007702777777777778
2021-05-31,31/05/2021,Since I've Been Loving You     (Led Zeppelin),2730,0.0455,0.0007583333333333333
2021-05-31,31/05/2021,You Shook Me All Night Long (AC/DC),3946,0.06576666666666667,0.001096111111111111
2021-05-31,31/05/2021,Who'll Stop The Rain (Creedence Clearwater Revival),2133,0.03555,0.0005924999999999999
2021-05-31,31/05/2021,All I've Got To Do     2009 (The Beatles),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Guns for Hire (AC/DC),1514,0.025233333333333333,0.0004205555555555556
2021-05-31,31/05/2021,Sweet Home Alabama (Lynyrd Skynyrd),1215,0.02025,0.0003375
2021-05-31,31/05/2021,End Of The Beginning (Black Sabbath),2752,0.04586666666666667,0.0007644444444444444
2021-05-31,31/05/2021,Communication Breakdown   1/4/71 Paris Theatre;  (Led Zeppelin),1578,0.0263,0.0004383333333333333
2021-05-31,31/05/2021,Sympathy For The Devil   50th Anniversary Edition (The Rolling Stones),2560,0.042666666666666665,0.000711111111111111
2021-05-31,31/05/2021,We Are The Champions     2011 (Queen),1535,0.025583333333333333,0.00042638888888888886
2021-05-31,31/05/2021,Gimme Three Steps (Lynyrd Skynyrd),1322,0.022033333333333332,0.0003672222222222222
2021-05-31,31/05/2021,You Really Got A Hold On Me     2009 (The Beatles),2197,0.036616666666666665,0.0006102777777777777
2021-05-31,31/05/2021,Since I've Been Loving You     (Led Zeppelin),2623,0.04371666666666667,0.0007286111111111111
2021-05-31,31/05/2021,The Power Of Love (Huey Lewis & The News),5951,0.09918333333333333,0.0016530555555555556
2021-05-31,31/05/2021,Jailbreak (AC/DC),2197,0.036616666666666665,0.0006102777777777777
2021-05-31,31/05/2021,Evil Walks (AC/DC),2069,0.03448333333333333,0.0005747222222222222
2021-05-31,31/05/2021,When I'm Sixty Four     2009 (The Beatles),8597,0.14328333333333335,0.0023880555555555556
2021-05-31,31/05/2021,Time (Pink Floyd),3413,0.056883333333333334,0.0009480555555555556
2021-05-31,31/05/2021,Doom And Gloom (The Rolling Stones),1706,0.028433333333333335,0.00047388888888888893
2021-05-31,31/05/2021,Kashmir     (Led Zeppelin),2517,0.04195,0.0006991666666666667
2021-05-31,31/05/2021,Moneytalks (AC/DC),1621,0.027016666666666668,0.0004502777777777778
2021-05-31,31/05/2021,Sabbath Bloody Sabbath (Black Sabbath),2154,0.0359,0.0005983333333333333
2021-05-31,31/05/2021,Street Fighting Man   50th Anniversary Edition (The Rolling Stones),7338,0.1223,0.0020383333333333334
2021-05-31,31/05/2021,Stairway to Heaven     (Led Zeppelin),2432,0.04053333333333333,0.0006755555555555555
2021-05-31,31/05/2021,High Voltage (AC/DC),1770,0.0295,0.0004916666666666666
2021-05-31,31/05/2021,We Will Rock You     2011 (Queen),3306,0.0551,0.0009183333333333334
2021-05-31,31/05/2021,Iron Man (Black Sabbath),4906,0.08176666666666667,0.0013627777777777779
2021-05-31,31/05/2021,Something (Aerosmith),1685,0.02808333333333333,0.00046805555555555554
2021-05-31,31/05/2021,Sin City (AC/DC),5909,0.09848333333333334,0.001641388888888889
2021-05-31,31/05/2021,Have You Ever Seen The Rain (Creedence Clearwater Revival),1301,0.021683333333333332,0.00036138888888888885
2021-05-31,31/05/2021,I Am The Walrus     2009 (The Beatles),1535,0.025583333333333333,0.00042638888888888886
2021-05-31,31/05/2021,Miss You     (The Rolling Stones),1578,0.0263,0.0004383333333333333
2021-05-31,31/05/2021,Walk Of Life   Live Version (Dire Straits),2453,0.040883333333333334,0.0006813888888888889
2021-05-31,31/05/2021,I Should Have Known Better     2009 (The Beatles),1216,0.020266666666666665,0.00033777777777777777
2021-05-31,31/05/2021,That's the Way I Wanna Rock 'N' Roll (AC/DC),810,0.0135,0.000225
2021-05-31,31/05/2021,Wild West End (Dire Straits),6229,0.10381666666666667,0.0017302777777777778
2021-05-31,31/05/2021,Somebody To Love     2011 (Queen),1898,0.03163333333333333,0.0005272222222222222
2021-05-31,31/05/2021,Hail Caesar (AC/DC),1173,0.01955,0.00032583333333333336
2021-05-31,31/05/2021,Who Are You (The Who),960,0.016,0.0002666666666666667
2021-05-31,31/05/2021,For No One     2009 (The Beatles),810,0.0135,0.000225
2021-05-31,31/05/2021,Jesus Is On The Main Line (Aerosmith),1280,0.021333333333333333,0.0003555555555555555
2021-05-31,31/05/2021,It's Only Rock'n'Roll (But I Like It)     2009 (The Rolling Stones),767,0.012783333333333334,0.00021305555555555558
2021-05-31,31/05/2021,No One Like You (Scorpions),981,0.01635,0.0002725
2021-05-31,31/05/2021,Fly on the Wall (AC/DC),981,0.01635,0.0002725
2021-05-31,31/05/2021,Rock N Roll Train (AC/DC),853,0.014216666666666667,0.00023694444444444446
2021-05-31,31/05/2021,Simple Man (Lynyrd Skynyrd),1088,0.018133333333333335,0.0003022222222222222
2021-05-31,31/05/2021,Things We Said Today     2009 (The Beatles),1066,0.017766666666666667,0.0002961111111111111
2021-05-31,31/05/2021,Dani California (Red Hot Chili Peppers),896,0.014933333333333333,0.0002488888888888889
2021-05-31,31/05/2021,"I Don't Want to Miss a Thing   From ""Armageddon"" Soundtrack (Aerosmith)",1109,0.018483333333333334,0.00030805555555555556
2021-05-31,31/05/2021,T.N.T. (AC/DC),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,"Alberta   Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013   (Eric Clapton)",2496,0.0416,0.0006933333333333333
2021-05-31,31/05/2021,Back In Time (Huey Lewis & The News),1151,0.019183333333333333,0.0003197222222222222
2021-05-31,31/05/2021,A Hard Day's Night     2009 (The Beatles),2133,0.03555,0.0005924999999999999
2021-05-31,31/05/2021,The Jack (AC/DC),618,0.0103,0.00017166666666666667
2021-05-31,31/05/2021,Black Dog     (Led Zeppelin),1578,0.0263,0.0004383333333333333
2021-05-31,31/05/2021,Who Made Who (AC/DC),853,0.014216666666666667,0.00023694444444444446
2021-05-31,31/05/2021,Flick of the Switch (AC/DC),874,0.014566666666666667,0.0002427777777777778
2021-05-31,31/05/2021,Rock 'N' Roll Damnation (AC/DC),1216,0.020266666666666665,0.00033777777777777777
2021-05-31,31/05/2021,Are You Ready (AC/DC),1088,0.018133333333333335,0.0003022222222222222
2021-05-31,31/05/2021,Let's Dance   2018   (David Bowie),1258,0.020966666666666668,0.0003494444444444445
2021-05-31,31/05/2021,I Will   2018 Mix (The Beatles),1386,0.0231,0.000385
2021-05-31,31/05/2021,Can't Stop Lovin' You (with Carrie Underwood) (Aerosmith),831,0.01385,0.00023083333333333332
2021-05-31,31/05/2021,Setting Me Up (Dire Straits),1024,0.017066666666666667,0.0002844444444444445
2021-05-31,31/05/2021,Have a Drink on Me (AC/DC),1045,0.017416666666666667,0.0002902777777777778
2021-05-31,31/05/2021,Streets Of Love     2009 (The Rolling Stones),1066,0.017766666666666667,0.0002961111111111111
2021-05-31,31/05/2021,Mistress for Christmas (AC/DC),853,0.014216666666666667,0.00023694444444444446
2021-05-31,31/05/2021,Under Pressure     2011 (Queen),1301,0.021683333333333332,0.00036138888888888885
2021-05-31,31/05/2021,Gone Shootin' (AC/DC),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Losing My Religion (R.E.M.),1322,0.022033333333333332,0.0003672222222222222
2021-05-31,31/05/2021,What Could Have Been Love (Aerosmith),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Day Tripper     2015 (The Beatles),874,0.014566666666666667,0.0002427777777777778
2021-05-31,31/05/2021,(I Can't Get No) Satisfaction   Mono Version (The Rolling Stones),1472,0.024533333333333334,0.0004088888888888889
2021-05-31,31/05/2021,Good Times Bad Times   1993   (Led Zeppelin),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Let's Get It Up (AC/DC),938,0.015633333333333332,0.00026055555555555554
2021-05-31,31/05/2021,Back In Time (Huey Lewis & The News),247360,4.1226666666666665,0.06871111111111111
2021-05-31,31/05/2021,Back In The U.S.S.R.   2018 Mix (The Beatles),1066,0.017766666666666667,0.0002961111111111111
2021-05-31,31/05/2021,What Is and What Should Never Be   29/6/69 Top Gear;  (Led Zeppelin),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Shot In The Dark (AC/DC),1002,0.0167,0.00027833333333333334
2021-05-31,31/05/2021,Legendary Child (Aerosmith),1450,0.024166666666666666,0.0004027777777777778
2021-05-31,31/05/2021,Do You Want To Know A Secret     2009 (The Beatles),4806,0.0801,0.001335
2021-05-31,31/05/2021,Love Of My Life     2011 (Queen),1173,0.01955,0.00032583333333333336
2021-05-31,31/05/2021,N.I.B. (Black Sabbath),2645,0.044083333333333335,0.0007347222222222222
2021-05-31,31/05/2021,All My Loving     2009 (The Beatles),5930,0.09883333333333333,0.0016472222222222222
2021-05-31,31/05/2021,Don't Let Me Down     2009 (The Beatles),1088,0.018133333333333335,0.0003022222222222222
2021-05-31,31/05/2021,It's a Long Way to the Top (If You Wanna Rock 'N' Roll) (AC/DC),810,0.0135,0.000225
2021-05-31,31/05/2021,Lady Writer (Dire Straits),224666,3.7444333333333333,0.06240722222222222
2021-05-31,31/05/2021,Houses of the Holy     (Led Zeppelin),1237,0.020616666666666665,0.0003436111111111111
2021-05-31,31/05/2021,Rock And A Hard Place (The Rolling Stones),1344,0.0224,0.0003733333333333333
2021-05-31,31/05/2021,Sunny Side Of Love (Aerosmith),1130,0.018833333333333334,0.0003138888888888889
2021-05-31,31/05/2021,Walk Of Life     1996 (Dire Straits),1557,0.02595,0.0004325
2021-05-31,31/05/2021,Drive My Car     2009 (The Beatles),2965,0.049416666666666664,0.0008236111111111111
2021-05-31,31/05/2021,When the Levee Breaks     (Led Zeppelin),2602,0.043366666666666664,0.0007227777777777777
2021-05-31,31/05/2021,I'm Happy Just To Dance With You     2009 (The Beatles),1023,0.01705,0.00028416666666666667
2021-05-31,31/05/2021,Scar Tissue (Red Hot Chili Peppers),209322,3.4887,0.058145
2021-05-31,31/05/2021,Emission Control (AC/DC),810,0.0135,0.000225
2021-05-31,31/05/2021,The Song Remains the Same     (Led Zeppelin),703,0.011716666666666667,0.00019527777777777778
2021-05-31,31/05/2021,Rock the Blues Away (AC/DC),1045,0.017416666666666667,0.0002902777777777778
2021-05-31,31/05/2021,If You Want Blood (You've Got It) (AC/DC),960,0.016,0.0002666666666666667
